1314170290,诺雪
759188121,幸福的天使
43042,挥霍那青春
124126975,战军战勇
350748846,风流男
682665326,单身贵族
2427925,七月小雨
15096081601,张徐立
13800,b割
216950808,¤飞吻¤
1046574713,加百列
1052878778,践踏传说
983711110,残√
ryz2005,米€无缺
253038916,宝宝
1245459888,宇哥是神
267008931,清梅绿茶
321446404,小寂寞
134700791,Free。
1166975515,警察
1283977528,拿我的草你女人
1251625315,玉姐儿
1112672338,金氏豆包
728369738,换心天使
896489500,寂寞我自己
698689792,忘%忧&草
1053625483,释然青春
743343886,何少
743816,邪恶
647052967,无敌
5213601,光哥
962604904,风中守望
w15856858300,girl我的爱
710676931,专属小强
yuanzf,龙胤→牌神
673893391,爱不悔
570971489,nrm0127
19911314520,秦始皇宗
1297613272,清梦无痕
397722755,我只是传说
1354213811,街角一段情
298050876,不离/不弃
ai3329960,chen.
944844349,找个好老婆
96937458,寂寞陪着哥
1160402510,别吻我#^_^
412822,唯美de记忆
1240030467,空游
506690984,挚爱、翔
478155538,留下寂寞
37622028,衣襟
1184370214,离岸
944524057,歌颂者□、
448590156,逍遥
1401400955,回眸
375233780,思念密
13952520817,说虾不
820907204,Alen
958824090,乖宝宝
667881978,叶子
340658095,YunShao
824073,冥王
103898371,色君子
1121139193,金牌保安
550738114,千寻
13735301768,歹匕示申
1075495881,~浩婆~
43466014,こ丹丹づ
545121933,下一站幸福
1086184355,快乐男孩
170064899,魈魉魅魑
221954864,男人吃大鱼
3672350,小宝
401241485,481241485
874856185,皇家_孤傲
695322247,麒麟
452181258,寂寞空城醉
353352768,放开那女孩
1333617699,消失
635069555,天外:)在乎:-)
185312641,你够狠的
694891993,满月
578309026,萱依
13489888238,阳光男孩
778737935,小林
357592284,李公子
338253818,相依相随
501128274,流泪的海豚
1274772073,曾爷爷！
147852,至尊宝
759273621,昨夜的泪
378560352,阳光男孩
1081474,晓峰
8042450,MO_狠烦操
303725422,烈火点根烟
666777888,叶落彼岸
8854675,ˉ听¨雨°
262400575,帝--飞燕还巢
612558072,My□heart□go□on
302247156,寻爱者
240926568,纳兰若水
1045272929,流泪天使
302330314,契魂
742193569,风之恋
13735837652,荇星
159159159,258258258
1380013800,扁扁
1046947213,大海
452181259,248208955
538798100,陈升章
jaxv,凋&零
1015380192,木木LTY
266089745,哦耶
24822021,夜已深
564684399,飘云
cs3000x,怎么玩
655527785,墨言
19851216,可可
795416459,twelve
117394382,艾欣彤
694707058,川芸泽
784610957,方'承
946013130,碎碎念
828698553,找美眉
kate789,毛嗑
391501420,绿茶
1139113185,星辰
393970719,肆无忌惮
762797564,晚星
140290324,NO.12
573075464,平淡的幸福
1055432101,别,陪葬
1304378720,欣然美丽
570516763,||半.夏
1116689355,孤单想起你
guoweibo123456,郭大侠
85413696,堕落
314435185,、＊舞
161826145,爱与梦飞翔
359292,狮子座
372404238,浪子
1405563813,小丑鱼
19349738,夜未眼
1010920572,蓝迷途
1224885336,珠珠
852083394,傻瓜○十
522701562,靓仔
962411810,惹我嘛
263576018,＿妥、协
643446409,缠绵€夜
819679944,男人的眼泪
6355125,丫头
296895902,强哥
1337788446,对雪当歌
563196378,我爱你L
131119150,海棠
461419028,傲视群雄
31148,墨末
584938663,喜欢你
370008295,孟德
168160378,茗鎏男孑
1171562074,弃雨
215909682,紫瑶
314788956,糊糊
386804321,高手啊
165972441,轻狂书生
1118573481,飞翔的我
andyxuanxs,羊”er
217718421,爱你一万年
1076051709,假装ˋ狠好
293089107,天神
618223130,头发乱了
xue123,xuehua
294374715,＠＿＠
15990797387,良*叛逆
277854922,无限奔放
15899388472,爱的誓言
313634208,凹凸一份情
312613201,天天愚人节
1046785806,厦门阿水
572716689,希望
1136924141,硪暧祢
679237530,夜未眠
443686973,逆风
879648812,激情RB
365465706,零点疯狂
683819017,巧克力
1006228922,单恋一支花
541005618,我很帅
773855070,XIGUANJIUHAO
959706305,屁呵呵
405142477,恋天使
cov81,花媚娘
1134878887,月儿
cov80,佐马介
15396915,肖别离
653043612,Lang/
190619833,蔚蓝.枫叶
523778655,Delete
1222677324,花舞
30061105,遗恋舞明
640620178,love戛戛
1129013576,加工人
343103706,酷酷哥
1345529831,猫%>_<
7620395,爱呀呀
13899450520,abula0901
844700166,爱…乜凄
549170532,路过的微笑
3210811991,段宁欣
3210811992,小号★1992
3210811993,:-神族-:&雪沫&
3210811994,小号@╬▅▆▇◤
19947090,常山圣手
1151241506,颓废追求
3210811995,≈≈≈≈≈≈
3210811996,男兵、帅非凡
3210811997,地球男人
781130490,夜、朦胧
5874302,偷吃腥的猫
657975838,空格～＞
489212324,下雨天
773068800,最爱的人
575407192,冰雕
xj1314,噜噜□潴
588741403,MAOZHA
23438,紸蓅乄莮
7695351,不想
478626857,HIABIN
559028745,东方不败
1125211314,莪＝爨＝幽
364286840,水果蓝
893812087,易水寒
839015705,习惯了孤单
398467050,宝石
19870227,痴情小子
cov93,24小时营业
545622949,0久#零8
906875747,BAI々ML
870241815,承诺爱
6391698,不玩了钱送人
597920511,雨姬
1317690261,望天
420065855,炫动性感
1265583231,这有真爱吗
499555394,佛地女魔
538027569,泷鱼篼娅
8075713,save□love、
487793222,午夜缠绵
7878651,堕落军少
yt810414,甜心囡囡
li3720726,工藤幽二
538544907,晓娜
1254556698,龙五
1110068240,小耐、
341909713,哇酷
389237482,Alejandro
96459911,就是我
767057411,落日绝伤
203466479,威龙
cyaiwmy,青蛙爱美女
980238300,冰激凌
484502743,紫日
1088455172,嗳－狠囧＋
1077803888,地球凹凸曼
1054996561,倾城红颜
1083722831,紧握爱
216283771,风筝没了风
1099518319,蓝雨色郎
228798963,若有若无
722700247,小鸟
257774538,舞奈
1391898116,凌乱的风
187387505,送君天里
20090720,魅悦狐
391562013,万里寻鹰B7
15818816534,花生壳壳
1379823419,左手
515761061,香奈儿
379599847,^star^少帅
825385116,她的笑
Tangzhen,夏沫狠寂漠
330614054,甘家·二姐
332756645,喜之安
723429089,涳滊蒛氧
401136282,莹火
1407520267,哈利油
q975834618,夜`伤
1231376868,随风而过
571355128,梦的感觉
1043536820,小丫头
cui5315849,310860874
572033402,夜火芭比
59755293,开心木头人
e73827xz,来抢啊
463222631,苹果
603302824,西域浪人
634328193,蓝小柯
1133366506,老堆
736570105,吸吸果冻
xuyexiang,掠影惊鸿
1350387364,好大
1079144287,纯爱＆晨晨
1373677782,傲雪纷飞
81773132,一天
1105697880,樱飘叶舞
A928057646,≤福☆＿
6709850,亚当
427854978,其实□很幸福
1221839122,依梦儿
1178194627,牵你的手
154814177,转身遇到鬼
358293382,要饭的人
286438046,芒子
540201080,私＿守¿
126591786,人在他乡
1147536646,小流氓
741709092,飞行员
2824863,伊伊
871720666,侧卫11
640335335,也许
266503600,夏天的味道
63766895,麝香
23815977,浩瀚无浪
1239610176,伤心石头
168448,1684483
828139149,染惜
889703675,妖妖
62600068,神忆
452730418,勇闯天涯
461563425,新手老大
46052390,快乐
guoha,浅夏
600376139,诠释遮簖嗳
purpul,浣浣
236734664,飞蓬
15880405978,Me、寶
253693393,过客
304620481,Sorrow
653247212,小磊
536230885,Qwer
1271824881,小王子
511486149,女人心
167878094,仰望天空
289811994,傳說ぃ花子
739817650,霹雳小旋风
666307914,地球女人
877869888,百战百胜
629634005,天下第一
18644899756,飞天之歌
1373955809,白菜
86365292,我是非
804315305,尚宫若月
413632654,§鸡动□□□□□□¥
jxs204598,五湖小忠
1057729879,傻孩子
7563578,战神
7616467,天下无双腾
482870652,妮缕刑萋
1101033846,左●部#跳动
206111390,588888
1371151262,殇芯
620399462,自由生活
624781672,慧慧
1367566350,一号手枪
217473003,珊瑚泥
esay13213344,上帝的使者
198705085,寂寞酷夜
1180139615,菲菲
639014719,神话
663191419,请叫我、Coco
1022267450,不要奢侈的爱…
1085526876,战狼
261352440,tbl谭伯利
849331935,守望者
844350573,水莲姐
321884611,Jde灰太狼
443471748,小德芙
169194874,爱英
1121647479,小飞
950419265,相灬信
32453717,好伤心
818939580,椿哥
1232327659,sunydx
39143631,叽哩咕噜
5920152,人的一生
749843641,止殇乐章
860578562,不玩追机
709439570,昂昂昂
1354095457,天翔
1157941092,Happy
15252303777777,薛浩燃
812166009,凡阳
13878839617,天地无用
279058566,流离伤
988448179,^_^□□霞
13875264600,杰仔
15277973181,断桥&残雪
252419529,情殇
yqqlhh,老山猫
5454647364,泥子油
208953421,妖精雨随
1688888888,爱死你
455584110,Bady别走
1988yy,沉睡的公主
1113035170,寒冷的雨夜
347347630,小虎
7513795,LK小帅
987941425,I□lov□Hj~~
739433005,吴俊余
350750060,壹夜空无
46448205,一路奔波
251350764,jay□zhou
385050567,咖特 
1106806914,西北狼
33520,落。
1404769860,海南仔
428856656,无奈何
304267008,460335339
4368252529603,笔豆
1274299609,阿丁当
hengheng,衡衡
1317893245,小狈
376989674,小美
1143904766,梦幻飞猪
804308942,三月花生
17773,1123778773
123853924,LOVE你
1098364891,星魂
803226994,随心枫
570009474,goodnight
185456789,灰太狼
708695721,永恒
651818952,耍流氓
335978020,青鹏之恋
706158743,小强
594076842,冰心美人
blueleft,菜菜
340354383,嘻嘻
382454862,幽静
237734162,伟'硪想你_
316781203,柳倒会
1329573214,枫叶
13129595511,宗少
362707973,汰¤懒~猪
930040826,小丰
435228584,裤头
72161866,小璞
174455322,堕天使花魂
5429,Jane
216981778,佳宁
K19870102,暗影魅魔
821523453,拟梦
496072496,怀才不语
129846478,食人的鲨鱼
217883629,最天使
520211159,娃唔
13429979993,疯狂的蜗牛
316393206,折子戏
1246851189,自在的我
531394071,别逼我
13609399567,__弒朲、椛
714857663,菜鸟
1089591374,wshanshan
1403349293,纪念、爱情
782332455,’□贝儿□。
172472323,悲伤落幕ㄧ
1350095448,杀无赦
834597089,辛福De女人
1106466937,颓废风
361777533,火～
982130791,碎□□落
1122564258,超人
1178785312,殇目月累
482607545,蔡秋超
1092205827,《不怕苦》
364258689,忆苦思甜
13715622226,琳^Lin
15901511902,魅力现实
11324076,遇缘
616053994,大丫
1004302123,想你
616293617,A″m1
1241600685,赌神无敌
187270270,零点
281380128,俊青
893328234,别等待
516829816,花椒
395548714,小明＆
534058227,梦境
hjw521lp,刻骨铭心
860117861,520不够多
916586114,仙羽
1287793430,旗开得胜
804775236,小宝
404065705,莎莎
1191363797,阿东
586126828,月痕
600359869,苧瀞の街捔
734221364,亮亮
619362854,muller
1001317608,帝豪
606845321,爱上了你
110088,再等一次
208522807,迫月
801651113,小小
q853814851,男主角
1109011039,沧海笑
243506200,一夜情&喜欢
sailovejason,也许love放弃
1143034637,赐我高潮陪你淫荡
1348486141,痛彻心扉
662633467,恨□迩
291102220,我的天下
1151604576,红儿
629080990,天国的猪
57413900,海潮
13438364466,男人
843550412,虎仔
441896758,絮絮441896758
146056904,魑魅魍魉
438626300,越神
232955327,青love鹏
150468163,□□□□□□□□□恋夏
1106162860,永远的爱
279837544,一剑天下
992510988,忠&帅(^_^)
lingyi0857,卡托
595181048,唱空悲
773765866,享受快乐
179776479,贪暧的钕人
1158077513,红颜
53807730,正宫浩妃
586184532,帮主
741360067,饕餮
saigon,俯下身,吻你
7873176138,断＃翼
799573295,小丫头
622379722,香水
761438556,翎独爱如！
1185989253,麽麽
13527115040,一株死亡草
1220465072,沧海桑田家
687564029,渴望&爱情
438185635,璐儿
159806993,雀哥
355702290,呵呵
682276,想你
579227435,把手机耍烂
276135260,“情”禁区
1172973819,红尘帆
588335759,闲庭信步
176785868,柔柔
935543403,死刑
1130448599,时间
822957559,SUMMER
1308770936,夜＿无＿痕
418590093,我是谁
1192739561,哥藐视一切
1143243587,力量
546370358,__小呆'
879917475,姗姗未迟
13585846146,诡黑戎指
65312840,寂、小猴
82604884,小龙258
781839,深蓝
859104524,果果~
282934692,小狐狸。
975783838,形式丶而已
917285876,HMILY紫蝶
1989228,南柯一梦
1334249494,^_^糖果味:-*
1214363077,美女秘书
55759556,佳佳
337362425,ALAN
445070521,天使
558559438,想念
1289101021,灵仔仔
1206437122,chaogilr
1340515137,猪八戒
436632445,滴滴答
689784982,创建未来！
300972556,卓依婷
870053711,晨尘
602205402,铩玛特、拽
888996921,潴潴_ˊ傻囡
321654,救世主
1057122581,爱的边缘
7363613,沧海
1144201867,泰山
1180375326,卓仔
765856326,我的唯一
167372608,陈半仙
13532101686,寂寞飞仔
766272235,晨尘
426752332,忠＆帅(^_^)
872880701,我行我塑
850768715,风光无限
1032249227,很挫败
929492194,Vincent
137711639,租房住宿
qqwq1212,易侠
1020,张惠华
chen000592,小杰、
1118892498,搞搞
986259221,□□□□□□□□□凌雪
609956532,*珍+惜*
1082284838,棉花糖
6688888,擦肩而过
690360860,疯子
1159156597,无双公子
1210918791,香蕉
767312844,笨蛋
1312085172,独醉□-夜
1253598388,知心
668755866,亮剑
235566931,快乐人身
567037614,水晶恋
1377683914,□。X□、
785764154,咪咪
18634440,勒令
674702185,搁浅
980957351,风流小子
841943712,ㄒ○ㄍ〃宝
319882029,春风细柔
936393988,小熊维尼
634427784,麽麽
951119,唉。
79594469,花心少爷
wsk5781,李丝影
773541031,Kiss§5
671549383,不再儿嬉
327835189,斌斌
1258939956,小雨嘀嗒
1336264644,飞舞阳光
138284230,也许忘记tA
1366217496,寻找一夜情
225320260,晗霜
949206080,极度@舞缭
695262701,幻灭
843590853,杀天道
640358384,亚马逊
822011908,霸刀
994533408,杜蕾斯
557656998,胜者
706900544,006cissy
673851415,不要爱我
951683141,夜夜夜高歌
218043573,红桃A
255261354,枫子
450406575,習慣依賴你
416967939,叫爹地
1367115176,咱、嗳你
94064357,tjn百谷
376991628,水晶
930901349,依然爱着你
921832355,ㄒ○ㄍㄟ宝
731810634,奇酷GM
363532701,西域游魂
981419096,龙大美，
5013031,鲜De每日D
704931136,→_→
432122870,韩亚文
800118201,□¢\x1
121011841,恋爱达人
260831055,肖肖肖
w346702210,纤雪
1104969200,五＆歌
627915543,迷失方向
222413800,小娇
891393176,眼泪锝味道
fupeng,s、K
848873487,FUCKU
1338648941,曾经的微笑
591180346,只爱你
712053997,卡宴
664708468,天使
664823726,小笨笨…
0812,有趣
487165974,忧郁￡

124501616,古惑仔

212921896,□奋斗
1232980466,水过无痕
985872608,小眉
1476896732,尽情玩吧
659314918,豳嗨聿鼹
72388663,阿信
265511320,亿秋
1116074283,风云
359447500,X-U8,
xixi5201314234,花心、de爷
251038836,卖青菜地
257077496,短短的
1360832000,灰太狼
782804553,778287802
1375751517,你/靠过来
177493596,么燕
15865802,相逢在雨后
168996562,玺子
45372033,海之风
34122501,有点冷
1231230123,陌生
707907482,紫陌鸿尘
1261598063,风雨雷电
813920467,叶落无声
310769337,四叶草
13925554645,朋好
586404345,小龙女
1139154334,贝加倪
437233823,小手冰凉
1338837555,世上无绝对
939450703,听说你来过
484112798,灰太狼
1988988,廖哥
815905043,晴影
34285026,LOVEyou7982
84463,♂等◇待
pengshuai,男人
631751549,仰望幸福
1353476697,哈雷
171557521,静宜
359984761,超哥
763619157,幸福的爱
805399344,小源＿＿
244282067,‰执念
560870109,毒狼
649940065,满天星
1017084209,泪磊
831571177,曹小猪520
60340017,箪蒓Dê嗳
kitty,623540870
605264328,小石头
678754093,一叶孤舟
1259113284,皮皮鲁
1208920368,湖水婷
8551375,爺依然瀟灑
75962232,保发
432420157,23号的神话
83480751,丁家三少
439668403,龙吟
199211,鬼娃娃
208417585,飞飞
416380276,藤原扩海
1011554158,dck0625
419125588,蓝雪儿
762012989,恋爱王子％
1239644132,123964纬
321964875,痨子/靓女
12724372,好老婆
mjinlove,飞龙军
877450587,洪児
763691404,♀霸爱♂
9192591227,呦，猪婆LOVE
908237603,逍洛
807013111,先知
1153998969,G_move5240
1095883762,L玲
732347877,残月寒辰
729293026,傻丫头
93382723,彼岸花开
1163840563,世纪娱乐城
275553054,萱萱
331784127,还我血汗钱
312664274,黑月
623842918,云裳
1153090416,®残#
1077219586,&红尘浪子&
338573717,锁住幸福
180430868,冲动
572149083,项少龙
xw3141,项少龙
1250160125,竹林之仙
992986490,紫藜
1085050532,朕～
13777645122,寂＆冰
1332395021,佩恩
751817114,水晶
1248303523,风之谷
820730933,嘟囔
543756734,榆钱
758443215,静女
1251418461,飞雨
57589124,箫子
5013032,鲜DE每日D
102401628,考考
1406795051,滕峻
285089918,甜心
386429592,啊哦
690949971,静默歌雨
949942797,＆孤独创＆
1184860069,钢铁侠
19950803,一剑啸风雪
1085571967,10855719
75127463,75124673
727358455,VIP鹏
15110779113,al丶小越
1387934091,江湖侠客
162514567,寂寞的男人
1172207749,压力渐渐
112750138,四叶草
780186825,帅气楠楠
1361301472,、花£离~
181742644,钱哆哆、
1025774434,巫彭
58367815,小不点＆
607120505,夜晚的精灵
517517474,真一百
556386023,Blues
832554825,剑缘
790662641,清风车影
95426130,彼岸花开
419556518,_□量身订作
419158864,aaaa
1306388337,缘不可放手
1123590122,飘渺的存在
603696116,姿态：
541579706,fjz12345678
287828763,流浪的军刀
668917670,南国
549452323,□很在乎,
779435535,彪哥
686868,啜泣
1232985791,冗长的夜
248078015,胖妞
1490272604,落花、无痕
1162934943,冰封的精灵
780523614,那花儿
738201055,逆天□l□邪尊
1038352775,懂你
503770019,AINI:-@
980259230,、未。
